,NodeID,Repository,About_Topics,OwnerName,OwnerType,StarsNorm,ForkNorm,WatcherNorm
1244,1245,mleap,"MLeap: Deploy ML Pipelines to Production || scikit-learn,spark,data-pipelines,transformers,tensorflow,scala,python",Combust.ml,Organization,0.379850562217611,0.416686154260776,0.395781837025269
1245,1246,MMdnn,"MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion and visualization. Convert models between Caffe, Keras, MXNet, Tensorflow, CNTK, PyTorch Onnx and CoreML. || cntk,visualization,tensorflow,model-converter,pytorch,caffe,keras,mxnet,coreml,onnx,darknet",Microsoft,Organization,0.658785444340945,0.528032966662396,0.549869306388833
1246,1247,mne-python,"MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python || python,neuroscience,electroencephalography,magnetoencephalography,electrocorticography,machine-learning,statistics,visualization,eeg,meg,ecog,neuroimaging",MNE tools for MEG and EEG data analysis,Organization,0.403338429598321,0.523145775218241,0.402155538034983
1247,1248,MNN,"MNN is a blazing fast, lightweight deep learning framework, battle-tested by business-critical use cases in Alibaba || mnn,convolution,vulkan,embedded-devices,winograd-algorithm,machine-learning,deep-learning,ml,deep-neural-networks,arm",Alibaba,Organization,0.687024185573998,0.560955345322318,0.56420961430217
1251,1252,pipelines,"Machine Learning Pipelines for Kubeflow || kubeflow-pipelines,mlops,kubeflow,machine-learning,kubernetes",Kubeflow,Organization,0.451360545249827,0.529009922317706,0.438283968203387
1252,1253,seldon-server,"Machine Learning Platform and Recommendation Engine built on Kubernetes || machine-learning,deep-learning,deployment,kubernetes,docker,microservices,spark,kafka,kafka-streams,tensorflow,python,java,cloud,aws,gcp,azure,seldon,recommender-system,recommendation-engine,prediction",Seldon.io,Organization,0.390739887251829,0.42068214607726,0.473620066652915
1253,1254,polyaxon,"Machine Learning Platform for Kubernetes (MLOps tools for experimentation and automation) || deep-learning,machine-learning,artificial-intelligence,data-science,reinforcement-learning,kubernetes,tensorflow,pytorch,keras,mxnet,caffe,ai,ml,k8s,jupyter,notebook,jupyterlab,pipelines,workflow,mlops",Polyaxon,Organization,0.488048075279173,0.416047582400889,0.404712424810699
1256,1257,kubeflow,"Machine Learning Toolkit for Kubernetes || ml,kubernetes,minikube,tensorflow,notebook,google-kubernetes-engine,jupyter,machine-learning,kubeflow",Kubeflow,Organization,0.90138363989568,0.641506339102729,0.778125959320503
1257,1258,aws-machine-learning-university-accelerated-cv,"Machine Learning University: Accelerated Computer Vision Class || machine-learning,computer-vision,deep-learning,python,gluon,mxnet,gluoncv",Amazon,Organization,0.368528446537971,0.409038273049895,0.434382737321503
1258,1259,aws-machine-learning-university-accelerated-nlp,"Machine Learning University: Accelerated Natural Language Processing Class || machine-learning,natural-language-processing,deep-learning,python,gluon,mxnet,sklearn",Amazon,Organization,0.402256343324319,0.431913205773565,0.497310893990048
1259,1260,machine-learning-yearning-cn,"Machine Learning Yearning 中文版 - 《机器学习训练秘籍》 - Andrew Ng 著 || machine-learning,deep-learning,book",deeplearning-ai,Organization,0.744161542183746,0.603745839215147,0.783975479674717
1264,1265,mlr,"Machine Learning in R  || machine-learning,data-science,tuning,cran,r-package,predictive-modeling,classification,regression,statistics,r,survival-analysis,imbalance-correction,tutorial,mlr,learners,hyperparameters-optimization,feature-selection,multilabel-classification,clustering,stacking",mlr,Organization,0.395106802592765,0.434649437081549,0.438283968203387
1271,1272,neoml,"Machine learning framework for both deep learning and traditional algorithms || ml,machine-learning,deep-learning,cpp,onnx,neural-network",Abbyy,Organization,0.336103185417067,0.386469074249814,0.342276584998715
1273,1274,cortex,Machine learning in Clojure || ,Origin Rose,Organization,0.377989287707388,0.389918434527725,0.442191205770946
1274,1275,hls4ml,"Machine learning in FPGAs using HLS || hls,machine-learning,fpga",Fast Machine Learning Lab,Organization,0.331272597974679,0.401899640250233,0.373077681850533
1276,1277,pipcook,"Machine learning platform for Web developers || js,machine-learning,tensorflow,pipeline",Alibaba,Organization,0.429031877507656,0.39968527107607,0.364361202902065
1277,1278,MachineLearning,"Machine learning resources || machinelearning,artificial-intelligence,datamining,deep-learning",allmachinelearning,Organization,0.495087119987266,0.524612331859754,0.695548914171085
1279,1280,ml,"Machine learning tools in JavaScript || machine-learning,ml,javascript",ml.js,Organization,0.437279216106631,0.404117163128459,0.40983831879612
1280,1281,framework,"Machine learning, computer vision, statistics and general scientific computing for .NET || machine-learning,framework,c-sharp,nuget,visual-studio,statistics,unity3d,neural-network,support-vector-machines,computer-vision,image-processing,ffmpeg",Accord.NET,Organization,0.575151950501266,0.669968096979428,0.781061956931986
1282,1283,astroML,"Machine learning, statistics, and data mining for astronomy and astrophysics || ",astroML,Organization,0.346554404866318,0.415887973990495,0.422718804692249
1285,1286,magenta-js,Magenta.js: Music and Art Generation with Machine Learning in the browser || ,TensorFlow,Organization,0.397733328502246,0.410787968659529,0.374328334221547
1286,1287,mage,"Magic Another Game Engine || java,magic,game,mtg,magic-the-gathering,game-engine,ai,xmage,card,macos,linux,windows,deck,multiplayer,computer-opponents",MAGE,Organization,0.376727888053588,0.465414069120919,0.435682457148241
1289,1290,MedicalNet,Many studies have shown that the performance on deep learning is significantly affected by volume of training data. The MedicalNet project provides a series of 3D-ResNet pre-trained models and relative code. || ,Tencent,Organization,0.37129919126383,0.423243904280727,0.383119277777914
1291,1292,mars,"Mars is a tensor-based unified framework for large-scale data computation which scales Numpy, pandas, Scikit-learn and Python functions. || python,numpy,tensor,pandas,machine-learning,scikit-learn,tensorflow,pytorch,xgboost,lightgbm,ray,statsmodels,joblib,dataframe",Mars,Organization,0.439621087531452,0.413814336367875,0.411122240420513
1294,1295,DL-workshop-series,"Material used for Deep Learning related workshops for Machine Learning Tokyo (MLT) || deep-learning,workshop,convolutional-neural-networks,cnn-keras,keras",Machine-Learning-Tokyo,Organization,0.354519502808184,0.408084654625342,0.386905630411074
1295,1296,PRMLT,"Matlab code of machine learning algorithms in book PRML || matlab,machine-learning,prml,algorithms,machine-learning-algorithms",PRML,Organization,0.645288304653756,0.694759660673672,0.800055825564265
1297,1298,mshadow,Matrix Shadow:Lightweight CPU/GPU Matrix and Tensor  Template Library in C++/CUDA for (Deep) Machine Learning || ,Distributed Machine Learning Community,Organization,0.366158944769479,0.442230225074234,0.438283968203387
1300,1301,chemprop,"Message Passing Neural Networks for Molecule Property Prediction || machine-learning,chemistry,neural-networks,drug-discovery",Massachusetts Institute of Technology,Organization,0.333938726679081,0.412061592600219,0.34349028547767
1302,1303,metric-learn,"Metric learning algorithms in Python || python,metric-learning,scikit-learn,machine-learning",Scikit-learn,Organization,0.371959882864237,0.407449210968135,0.366844703278069
1303,1304,MaixPy,"MicroPython for K210 RISC-V, let's play with edge AI easier || maixpy,k210,aiot,sipeed,micropython,ai,firmware,risc-v,edge",Sipeed,Organization,0.37182771430762,0.422923504650215,0.405992402995092
1304,1305,MCW,"Microsoft Cloud Workshop Project || mcw,apps,infra,data,ai,iot,sap,linux,devops,azure",Microsoft,Organization,0.342372179037263,0.406814010756512,0.547254402061149
1305,1306,CNTK,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit || cognitive-toolkit,cntk,deep-learning,machine-learning,deep-neural-networks,neural-network,distributed,python,c-plus-plus,c-sharp,java",Microsoft,Organization,0.992837939155125,0.930288226299969,0.999935048720075
1306,1307,DMTK,"Microsoft Distributed Machine Learning Toolkit || dmtk,multiverso,lightgbm,microsoft,machine-learning",Microsoft,Organization,0.482544770711781,0.467854146326605,0.702447178731692
1307,1308,mmlspark,"Microsoft Machine Learning for Apache Spark || spark,cntk,pyspark,azure,microsoft-machine-learning,scala,microsoft,ml,machine-learning,databricks,cognitive-services,lightgbm,http,model-deployment,deep-learning,ai",Microsoft,Organization,0.453990860076779,0.457615004811645,0.459182806261828
1308,1309,mindspore,"MindSpore is a new open source deep learning training/inference framework that could be used for mobile, edge and cloud scenarios. || ",MindSpore,Organization,0.453783128723156,0.442876416840121,0.489408764500325
1310,1311,reinforcement-learning,"Minimal and Clean Reinforcement Learning Examples || reinforcement-learning,deep-learning,deep-reinforcement-learning,machine-learning,policy-gradient,deep-q-network,dqn,actor-critic,a3c",RLCode,Organization,0.480873490920374,0.483006055009532,0.464427503429349
1313,1314,MinkowskiEngine,"Minkowski Engine is an auto-diff neural network library for high-dimensional sparse tensors || neural-network,computer-vision,sparse-tensors,convolutional-neural-networks,semantic-segmentation,auto-differentiation,spatio-temporal-analysis,space-time,deep-learning,3d-convolutional-network,4d-convolutional-neural-network,high-dimensional-data,high-dimensional-inference,trilateral-filter,3d-vision,sparse-convolution,pytorch,minkowski-engine,cuda,sparse-tensor-network",NVIDIA,Organization,0.378188575425918,0.40015950984971,0.355714313100428
1314,1315,mlfinlab,"MlFinLab helps portfolio managers and traders who want to leverage the power of machine learning by providing reproducible, interpretable, and easy to use tools.  || machine-learning,trading,investing,research,finance,python,algorithmic-trading,quantitative-finance,financial-machine-learning,portfolio-management,portfolio-optimization",Hudson and Thames Quantitative Research,Organization,0.459049400766013,0.492632688600822,0.511798634663899
1316,1317,BentoML,"Model Serving Made Easy || model-serving,model-deployment,model-management,ml-platform,ml-infrastructure,ml,ai,machine-learning,aws-sagemaker,aws-lambda,azure-ml,mlops,machine-learning-operations,bentoml,bentoml-format,kubernetes,prediction-service,tensorflow",BentoML,Organization,0.46786521886483,0.419722345971968,0.364361202902065
1317,1318,deeplearning4j,"Model import deployment framework for retraining models (pytorch, tensorflow,keras) deploying in JVM Micro service environments, mobile devices, iot, and Apache Spark || java,gpu,deeplearning,neural-nets,deeplearning4j,dl4j,hadoop,spark,intellij,artificial-intelligence,python,scala,clojure,linear-algebra,matrix-library",Eclipse,Organization,0.943472134389752,0.953529235042405,0.984838308193231
1319,1320,ModelArts-Lab,ModelArts-Lab是示例代码库。更多AI开发学习交流信息，请访问华为云AI开发者社区：huaweicloud.ai || ,Huawei,Organization,0.352181474602435,0.511403701221456,0.370580397359013
1321,1322,machine-learning-open-source,"Monthly Series - Machine Learning Top 10 Open Source Projects || machine-learning,algorithm,data-science,neural-network,artificial-intelligence,ai",Mybridge,Organization,0.359342616227153,0.39400613571764,0.901624712143493
1324,1325,multi-model-server,"Multi Model Server is a tool for serving neural net models for inference || mxnet,deep-learning,inference,ai,neural-network,onnx,server",Amazon,Organization,0.349654903160197,0.405861670416023,0.356945168759366
1328,1329,DifferentialEquations.jl,"Multi-language suite for high-performance solvers of differential equations and scientific machine learning (SciML) components || differential-equations,differentialequations,julia,ode,sde,pde,dae,dde,spde,stochastic-processes,stochastic-differential-equations,delay-differential-equations,partial-differential-equations,differential-algebraic-equations,dynamical-systems,neural-differential-equations,r,python,scientific-machine-learning,sciml",SciML,Organization,0.416310769823357,0.396212083501413,0.374328334221547
1331,1332,Paddle-Lite,"Multi-platform high performance  deep learning inference engine (『飞桨』多平台高性能深度学习预测引擎） || mobile,deep-learning,neural-network,arm,mdl,baidu,embedded,mali,fpga,mobile-deep-learning",PaddlePaddle,Organization,0.673469868922962,0.58007504202328,0.723806154093552
1332,1333,fastText_multilingual,"Multilingual word vectors in 78 languages || word-vectors,machine-learning,machine-translation,natural-language-processing,nlp,distributed-representations",Babylon Health,Organization,0.368133179423957,0.391332056017584,0.373077681850533
1333,1334,MUNIT,"Multimodal Unsupervised Image-to-Image Translation || gan,deep-learning,pix2pix,image-translation,munit",NVIDIA,Organization,0.450737884230968,0.444330901417518,0.400878655652347
1334,1335,GNNPapers,"Must-read papers on graph neural networks (GNN) || paper-list,gnn",Tsinghua University,Organization,0.924882405604295,0.721030671643633,0.921176721139264
1342,1343,mycroft-core,"Mycroft Core, the Mycroft Artificial Intelligence platform.  || ai,open-source,nlp,voice-assistant,python,linux,raspberry-pi,skills,fedora,arch,oss,natural-language-processing,natural-language,voice-as-an-interface,artificial-intelligence,personal-assistant,hacktoberfest",MycroftAI,Organization,0.646003426835325,0.550286505996656,0.688580375516123
1343,1344,enclosure-picroft,"Mycroft interface for Raspberry Pi environment || raspberry-pi,raspberry-pi-3,raspbian,rpi,rpi3,picroft,mycroft,personal-assistant,machine-learning,opensource,open-source,artificial-intelligence,hacktoberfest",MycroftAI,Organization,0.340832812434797,0.397474123686414,0.421426790105255
1344,1345,ml-yearning-vn,Một cuốn sách tập trung vào hướng dẫn cách cấu trúc các dự án học máy và phân tích cách làm cho các thuật toán học máy hoạt động. || ,mlbvn,Organization,0.345072369011314,0.421482340102728,0.405992402995092
1346,1347,nfstream,"NFStream: a Flexible Network Data Analysis Framework. || data-science,data-analysis,data-mining,network-analysis,network-security,network-monitoring,cybersecurity,machine-learning,artificial-intelligence,dataset-generation,deep-packet-inspection,netflow,traffic-analysis,traffic-classification,pcap,packet-capture,packet-analyser,python,ndpi",NFStream,Organization,0.34051244332899,0.383028661777705,0.331427804145675
1347,1348,NeuronBlocks,"NLP DNN Toolkit - Building Your NLP DNN Models Like Playing Lego || question-answering,deep-learning,pytorch,natural-language-processing,text-classification,artificial-intelligence,dnn,qna,text-matching,knowledge-distillation,model-compression,sequence-labeling",Microsoft,Organization,0.387055513413657,0.403324832932135,0.383119277777914
1349,1350,gluon-nlp,"NLP made easy || mxnet,gluonnlp,nlp,gluon,deep-learning,machine-learning,natural-language-processing,numpy,nlu,natural-language-understanding,nlg,natural-language-generation,natural-language-inference",Distributed Machine Learning Community,Organization,0.449700385976209,0.454694395392143,0.433083726356396
1350,1351,nltk,"NLTK Source || nltk,python,nlp,natural-language-processing,machine-learning",Natural Language Toolkit,Organization,0.886854886315196,0.755495649132544,0.871262352632781
1351,1352,nsfwjs,"NSFW detection on the client-side via TensorFlow.js || machine-learning,machinelearning,javascript,tensorflowjs,tensorflow-js,node-module,content-management,nsfw-recognition",Infinite Red,Organization,0.625065309296921,0.424686327889347,0.391970832135738
1356,1357,ngboost,"Natural Gradient Boosting for Probabilistic Prediction || machine-learning,gradient-boosting,natural-gradients,uncertainty-estimation,ngboost,python",Stanford University,Organization,0.364056993855573,0.396842968537425,0.359411341200661
1357,1358,nlp-recipes,"Natural Language Processing Best Practices & Examples || nlp,natural-language-processing,natural-language-understanding,text,deep-learning,azure-ml,nlu,nli,natural-language-inference,mlflow,machine-learning,natural-language,pretrained-models,sota,transfomer,text-classification,best-practices",Microsoft,Organization,0.671640470416911,0.500467950324316,0.538086825176075
1360,1361,NeMo,"NeMo: a toolkit for conversational AI || deep-learning,speech-recognition,nlp,nlp-machine-learning,neural-network,machine-translation,speech-synthesis,speech-to-text,text-to-speech,nmt",NVIDIA,Organization,0.484634298433234,0.455992151196806,0.444799182902925
1363,1364,NudeNet,"Neural Nets for Nudity Detection and Censoring || nsfw-recognition,censorship,object-detection,keras,nsfw-data,machinelearning,nudity-detection,nudity-detector,nudity",notAI-tech,Organization,0.343721277429962,0.393219116606783,0.355714313100428
1364,1365,distiller,"Neural Network Distiller by Intel AI Lab: a Python package for neural network compression research.  https://intellabs.github.io/distiller || pytorch,pruning,quantization,pruning-structures,jupyter-notebook,network-compression,deep-neural-networks,regularization,group-lasso,distillation,early-exit,truncated-svd,onnx,automl-for-compression",Intel,Organization,0.537068618588644,0.483821566076248,0.476249311521017
1365,1366,nnabla,Neural Network Libraries || ,Sony,Organization,0.461824071709807,0.420362160017295,0.517064050964419
1371,1372,OpenNMT-tf,"Neural machine translation and sequence learning using TensorFlow || neural-machine-translation,tensorflow,python,opennmt,machine-translation,deep-learning,natural-language-processing",OpenNMT,Organization,0.378653706068342,0.428858931609928,0.385642296688019
1372,1373,tensorspace,"Neural network 3D visualization framework, build interactive and intuitive model in browsers, support pre-trained deep learning models from TensorFlow, Keras, TensorFlow.js  || deep-learning,tensorflow,keras,tfjs,3d,visualization,threejs,machine-learning,nerual-network",TensorSpace,Organization,0.598017067740402,0.435132630410174,0.472305867838195
1384,1385,nmap,"Nmap - the Network Mapper. Github mirror of official SVN repository. || c-plus-plus,lua,security,port-scanner,machine-learning,linux,windows,osx,network-discovery,service-discovery,asynchronous,socket,nmap,libpcap,pcre,netcat,ping",nmap,Organization,0.652286970526215,0.637677732416842,0.774176537752062
1385,1386,node-tensorflow,Node-tensorflow is a NodeJS API for utilizing Google's machine learning library TensorFlow. || ,Tensorflow,Organization,0.353869495981759,0.385060536765459,0.399602831356786
1386,1387,node-wit,Node.js SDK for Wit.ai || ,wit.ai,Organization,0.418357007296914,0.449670281590977,0.426599785478744
1387,1388,nodejs-storage,"Node.js client for Google Cloud Storage: unified object storage for developers and enterprises, from live data serving to data analytics/ML to data archiving. || nodejs,storage",Alphabet,Organization,0.33878444314039,0.417484678160992,0.378088185069213
1388,1389,video-nonlocal-net,Non-local Neural Networks for Video Classification || ,Facebook,Organization,0.415220366179465,0.424365701430129,0.393240035692876
1389,1390,open_nsfw,Not Suitable for Work (NSFW) classification using deep neural network Caffe models. || ,Yahoo,Organization,0.666064100881336,0.541367617359743,0.689746592854643
1401,1402,nupic,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of intelligence based strictly on the neuroscience of the neocortex. || neocortex,artificial-intelligence,machine-intelligence,hierarchical-temporal-memory",numenta,Organization,0.71444380124721,0.626420398020279,0.945337392664485
1402,1403,axon,"Nx-powered Neural Networks || nx,elixir,deep-learning,neural-networks,optimizers",Numerical Elixir,Organization,0.346038646288061,0.376952525684978,0.34349028547767
1403,1404,onnxruntime,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator || deep-learning,onnx,neural-networks,machine-learning,ai-framework,hardware-acceleration,pytorch,tensorflow,scikit-learn",Microsoft,Organization,0.619420418134701,0.551743666561799,0.544637446778406
1404,1405,onnx-tensorrt,"ONNX-TensorRT: TensorRT backend for ONNX || onnx,deep-learning,nvidia",Open Neural Network Exchange,Organization,0.394097860907725,0.429822988113032,0.374328334221547
1405,1406,Objectron,"Objectron is a dataset of short, object-centric video clips. In addition, the videos also contain AR session metadata including camera poses, sparse point-clouds and planes. In each video, the camera moves around and above the object and captures it from different views. Each object is annotated with a 3D bounding box. The 3D bounding box describes the object’s position, orientation, and dimensions. The dataset contains about 15K annotated video clips and 4M annotated images in the following categories: bikes, books, bottles, cameras, cereal boxes, chairs, cups, laptops, and shoes || deep-learning,computer-vision,machine-learning,python,tensorflow,pytorch,3d-vision,3d-reconstruction,ai,3d,neural-network,dataset,augmented-reality",Alphabet,Organization,0.391947833745721,0.40126663855376,0.389435883283693
1406,1407,bytom,"Official Go implementation of the Bytom protocol  || utxo,assets,ai,blockchain,contract,pow,tensority,bytom",Bytom,Organization,0.374473935965753,0.432074071501167,0.480195082729634
1407,1408,fast-autoaugment,"Official Implementation of 'Fast AutoAugment' in PyTorch. || deep-learning,convolutional-neural-networks,pytorch,augmentation,image-classification,computer-vision,distributed,cnn,automl,automated-machine-learning",Kakao Brain,Organization,0.386119280809397,0.401108428542181,0.359411341200661
1409,1410,stanza,"Official Stanford NLP Python Library for Many Human Languages || python,nlp,natural-language-processing,machine-learning,deep-learning,artificial-intelligence,pytorch,universal-dependencies,named-entity-recognition,corenlp",Stanford University,Organization,0.666127678107326,0.486594789583713,0.494676580425321
1410,1411,fann,"Official github repository for Fast Artificial Neural Network Library (FANN) || fann,c,neural-network,library",Fast Artificial Neural Network Library (FANN),Organization,0.381381553393159,0.428377062098297,0.46049335078752
1411,1412,DeepLabCut,"Official implementation of DeepLabCut: Markerless pose estimation of user-defined features with deep learning for all animals || behavior-analysis,deep-learning,pose-estimation,feature-detectors,toolbox,deeplabcut,animal-pose-estimation,labeling-tool,keypoint-tracking,keypoint-detection",Mathis Laboratory,Organization,0.442034045692982,0.547694335775387,0.45263701734451
1412,1413,big_transfer,"Official repository for the ""Big Transfer (BiT): General Visual Representation Learning"" paper. || deep-learning,convolutional-neural-networks,imagenet,tensorflow2,jax,pytorch,transfer-learning",Alphabet,Organization,0.375003895103534,0.393061765024391,0.360646634646556
1413,1414,vosk-api,"Offline speech recognition API for Android, iOS, Raspberry Pi and servers with Python, Java, C# and Node || speech-recognition,asr,voice-recognition,speech-to-text,android,ios,raspberry-pi,deep-learning,deep-neural-networks,speech-to-text-android,speaker-identification,speaker-verification,python,offline,privacy,kaldi,deepspeech,google-speech-to-text,vosk,stt",alphacep,Organization,0.420883740718158,0.427413644068099,0.399602831356786
1414,1415,omniscidb,"OmniSciDB (formerly MapD Core) || gpu,database,olap,visualization,sql,machine-learning,interactive,real-time,mapd,omnisci,llvm",Omnisci,Organization,0.46432286907182,0.432234948491519,0.484142795485638
1415,1416,porcupine,"On-device wake word detection powered by deep learning. || wake-word-detection,deep-learning,iot,voice-commands,android,ios,raspberry-pi,python,java,swift,wakeword,keyword-spotting,hotword,hotword-detection,trigger-word-detection,voice-control,webassembly,javascript,cortex-m,nodejs",Picovoice,Organization,0.461685292888026,0.429822988113032,0.388170163496338
1417,1418,oneflow,"OneFlow is a performance-centered and open-source deep learning framework. || deep-learning,machine-learning,deep-neural-networks,ml,distributed,neural-network",Oneflow-Inc,Organization,0.463559193744596,0.415887973990495,0.427895046102463
1418,1419,AI_Curriculum,"Open Deep Learning and Reinforcement Learning lectures from top Universities like Stanford, MIT, UC Berkeley. || ",Machine-Learning-Tokyo,Organization,0.443758910406228,0.431269856013464,0.505214078744509
1420,1421,ml-mipt,"Open Machine Learning course at MIPT || machine-learning,python,course,mipt,deep-learning,pytorch,natural-language-processing,reinforcement-learning,computer-vision,materials,seminars",girafe-ai,Organization,0.332477654801367,0.433522366734162,0.353257120898295
1421,1422,OpenML,"Open Machine Learning || machine-learning,open-science,science,citizen-scientists,collaboration,opendata,datasets,hacktoberfest",OpenML,Organization,0.330575730240694,0.386938920385225,0.364361202902065
1422,1423,opencv,"Open Source Computer Vision Library || opencv,c-plus-plus,computer-vision,deep-learning,image-processing",OpenCV,Organization,1.0,1.0,1.0
1423,1424,DeepLearningKit,"Open Source Deep Learning Framework for Apple's iOS, OS X and tvOS -  || ",DeepLearningKit,Organization,0.367408885763871,0.396212083501413,0.40983831879612
1424,1425,kornia,"Open Source Differentiable Computer Vision Library for PyTorch || computer-vision,image-processing,machine-learning,pytorch",kornia,Organization,0.577752133366502,0.437711280463933,0.430487886056453
1425,1426,CNNdroid,Open Source Library for GPU-Accelerated Execution of Trained Deep Convolutional Neural Networks on Android || ,ENCP,Organization,0.333112592369844,0.401741365628285,0.384380174949149
1426,1427,modeldb,"Open Source ML Model Versioning, Metadata, and Experiment Management || machine-learning,model-management,modeldb,mit,verta,model-versioning",VertaAI,Organization,0.377391619525855,0.410310601302399,0.388170163496338
1427,1428,OpenNMT-py,"Open Source Neural Machine Translation in PyTorch || deep-learning,pytorch,machine-translation,neural-machine-translation",OpenNMT,Organization,0.64033358408063,0.669968096979428,0.521011211259273
1428,1429,OpenNMT,"Open Source Neural Machine Translation in Torch (deprecated) || neural-machine-translation,torch,lua,opennmt,machine-translation,deep-learning",OpenNMT,Organization,0.452813883821948,0.448051279729233,0.501262548304056
1429,1430,tvm,"Open deep learning compiler stack for cpu, gpu and specialized accelerators || compiler,tensor,deep-learning,gpu,opencl,metal,performance,javascript,rocm,tvm,vulkan,spirv,machine-learning",Apache,Organization,0.745228293878169,0.692461754205327,0.776156199054379
1430,1431,doccano,"Open source annotation tool for machine learning practitioners. || natural-language-processing,machine-learning,annotation-tool,python,datasets,dataset,data-labeling,text-annotation,nuxtjs,vue,vuejs,nuxt",Doccano,Organization,0.629298043058547,0.541042873715607,0.442191205770946
1431,1432,audino,"Open source audio annotation tool for humans™ || audio-processing,speech-processing,machine-learning,annotation-tool,audio-annotation,python,datasets",MIDAS Research,Organization,0.348361795556814,0.384591360070851,0.332626469896946
1432,1433,PyRetri,"Open source deep learning based unsupervised image retrieval toolbox built on PyTorch🔥 || deep-learning,image-retrieval,pytorch,toolbox",PyRetri,Organization,0.3540644534123,0.395581470152186,0.331427804145675
1434,1435,mlflow,"Open source platform for the machine learning lifecycle || machine-learning,ai,ml,mlflow,apache-spark,model-management",MLFlow,Organization,0.87561778428115,0.703024909229989,0.642952583749694
1435,1436,AirSim,"Open source simulator for autonomous vehicles built on Unreal Engine / Unity, from Microsoft AI & Research || drones,ai,self-driving-car,autonomous-vehicles,autonomous-quadcoptor,research,computer-vision,artificial-intelligence,deeplearning,deep-reinforcement-learning,control-systems,pixhawk,cross-platform,platform-independent,airsim,unreal-engine,simulator",Microsoft,Organization,0.937755883708992,0.844884529680805,0.924519278034358
1436,1437,onnx,"Open standard for machine learning interoperability || deep-learning,deep-neural-networks,neural-network,onnx,pytorch,mxnet,tensorflow,keras,scikit-learn,ml,machine-learning,dnn",Open Neural Network Exchange,Organization,0.913040742247442,0.687408768825567,0.829978851119148
1437,1438,photoprism,"Open-Source Photo Management powered by Go and Google TensorFlow || golang,tensorflow,photography,geocoding,deep-learning,private-cloud,hacktoberfest,google-photos",PhotoPrism,Organization,0.982307510180683,0.49916200427593,0.651537507295223
1439,1440,carla,"Open-source simulator for autonomous driving research. || simulator,autonomous-vehicles,autonomous-driving,research,ai,artificial-intelligence,computer-vision,deep-learning,deep-reinforcement-learning,imitation-learning,self-driving-car,ue4,unreal-engine-4,cross-platform,carla,carla-simulator,ros",CARLA,Organization,0.704024087255192,0.664466850697213,0.595181355539035
1440,1441,autoware.ai,"Open-source software for self-driving vehicles || autoware,autonomous-vehicles,ros,3d-map,detection,planner,calibration,autoware-developers,tier-iv",Autoware.AI,Organization,0.613482531395698,0.682612018393015,0.821491423118728
1441,1442,mmfashion,"Open-source toolbox for visual fashion analysis based on PyTorch || visual-fashion-analysis,fashion-ai,attribute-prediction,clothes-retrieval,landmark-detection,deep-learning",OpenMMLab,Organization,0.346618894717316,0.40047575089095,0.359411341200661
1442,1443,Open3D,"Open3D: A Modern Library for 3D Data Processing || mesh-processing,computer-graphics,opengl,cpp,python,reconstruction,odometry,visualization,registration,machine-learning,3d,pointcloud,rendering,gui,3d-perception,gpu,arm,cuda,pytorch,tensorflow",Intel,Organization,0.608927661153708,0.568848044474247,0.486775491758559
1444,1445,OpenBot,"OpenBot leverages smartphones as brains for low-cost robots. We have designed a small electric vehicle that costs about $50 and serves as a robot body. Our software stack for Android smartphones supports advanced robotics workloads such as person following and real-time autonomous navigation. || openbot,android,smartphone,robot,robotics,education,research,arduino,deeplearning",Intel,Organization,0.419449241809387,0.421322275243344,0.481510790332347
1449,1450,mmocr,"OpenMMLab Text Detection, Recognition and Understanding Toolbox || pytorch,ocr,deep-learning,text-detection,text-recognition,sar,psenet,panet,maskrcnn,transformer,key-information-extraction,pan,db,dbnet,sdmg-r,textsnake,crnn,robustscanner,segmentation-based-text-recognition,fcenet",OpenMMLab,Organization,0.380050150531747,0.398737238017491,0.353257120898295
1450,1451,mmaction2,"OpenMMLab's Next Generation Video Understanding Toolbox and Benchmark || action-recognition,temporal-action-localization,pytorch,video-understanding,tsn,i3d,slowfast,ava,spatial-temporal-action-detection,benchmark,tsm,x3d,non-local,deep-learning,openmmlab",OpenMMLab,Organization,0.35718894479021,0.409992430163999,0.339854075878022
1451,1452,opennn,OpenNN - Open Neural Networks Library || ,Artelnics,Organization,0.350690647498721,0.419242624562483,0.442191205770946
